ra,fase,turma,nome,ano_nasc,idade_22,genero,ano_ingresso,instituicao_de_ensino,pedra_20,pedra_21,pedra_22,pedra_21_raw,pedra_22_raw,pedra_21_num,pedra_22_num,evolucao_pedra,inde_22,inde_22_num,inde_num,cg,cf,ct,no_av,iaa,ieg,ips,ida,matem,portug,ingles,ipv,ian,ipp,ipp_num,cg_num,iaa_num,ieg_num,ips_num,ida_num,matem_num,portug_num,ingles_num,ipv_num,ian_num,dim_academica,dim_psicossocial,dim_psicopedagogica,sent_score,sent_len,inde_calc,defas,em_risco,avaliador1,rec_av1,avaliador2,rec_av2,avaliador3,rec_av3,avaliador4,rec_av4,rec_psicologia,indicado,atingiu_pv,fase_ideal,destaque_ieg,destaque_ida,destaque_ipv
RA-682,0,B,Aluno-682,2011,11,Menino,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.625,7.625,7.625,262.0,74,3,2,9.5,9.1,7.5,7.0,7.0,7.0,,8.083,5.0,7.500769941484448,7.500769941484448,262.0,9.5,9.1,7.5,7.0,7.0,7.0,,8.083,5.0,6.333333333333333,8.54,7.791884970742224,0,224,7.728376994148445,-2,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-683,0,C,Aluno-683,2012,10,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.011,6.011,6.011,728.0,180,3,2,7.9,5.0,7.5,4.0,8.0,0.0,,8.083,5.0,4.725900831536803,4.725900831536803,728.0,7.9,5.0,7.5,4.0,8.0,0.0,,8.083,5.0,4.333333333333333,6.58,6.404450415768401,-2,228,5.8708900831536805,-2,1,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-684,0,C,Aluno-684,2015,7,Menino,2022,Escola Pública,,,Topázio,nan,Topázio,,4,,8.26,8.26,8.26,72.0,19,1,2,9.5,7.5,8.1,9.3,9.0,9.6,,7.917,10.0,9.528795811518325,9.528795811518325,72.0,9.5,7.5,8.1,9.3,9.0,9.6,,7.917,10.0,9.533333333333333,8.14,8.722897905759163,1,225,8.674579581151834,0,0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,ALFA  (2º e 3º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-685,0,C,Aluno-685,2013,9,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.864,6.864,6.864,533.0,152,2,2,9.0,6.2,5.0,8.0,8.0,8.0,,7.833,5.0,5.753002771789344,5.753002771789344,533.0,9.0,6.2,5.0,8.0,8.0,8.0,,7.833,5.0,6.999999999999999,6.28,6.793001385894672,1,225,6.598600277178935,-1,0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não indicado,Não,Não,Fase 1 (4º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-686,0,D,Aluno-686,2013,9,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.729,7.729,7.729,227.0,62,5,2,7.5,8.6,8.1,8.8,9.2,8.5,,8.083,5.0,7.22667077302125,7.22667077302125,227.0,7.5,8.6,8.1,8.8,9.2,8.5,,8.083,5.0,7.533333333333333,8.18,7.654835386510626,5,215,7.880967077302126,-1,0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,Sem limitações,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-687,0,D,Aluno-687,2013,9,Menino,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.703,7.703,7.703,233.0,63,6,2,8.5,9.0,8.1,8.3,9.0,7.5,,8.0,5.0,6.9063751154912225,6.9063751154912225,233.0,8.5,9.0,8.1,8.3,9.0,7.5,,8.0,5.0,7.199999999999999,8.540000000000001,7.453187557745611,5,215,7.920637511549123,-1,0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,Sem limitações,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-688,0,D,Aluno-688,2013,9,Menino,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.771,7.771,7.771,212.0,56,4,2,8.5,9.7,7.5,7.9,8.0,7.8,,7.917,5.0,7.677856482907298,7.677856482907298,212.0,8.5,9.7,7.5,7.9,8.0,7.8,,7.917,5.0,6.933333333333333,8.58,7.79742824145365,3,223,7.929485648290729,-1,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Sem limitações,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-689,0,D,Aluno-689,2013,9,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.433,6.433,6.433,655.0,172,9,2,7.4,7.9,5.6,5.8,6.0,5.5,,6.667,5.0,3.1706190329534953,3.1706190329534953,655.0,7.4,7.9,5.6,5.8,6.0,5.5,,6.667,5.0,5.533333333333332,6.880000000000001,4.918809516476748,-2,224,6.0837619032953505,-1,1,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Requer avaliação,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-690,0,D,Aluno-690,2013,9,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.541,7.541,7.541,294.0,83,8,2,9.5,9.5,7.5,7.0,7.2,6.8,,7.417,5.0,5.794579611949493,5.794579611949493,294.0,9.5,9.5,7.5,7.0,7.2,6.8,,7.417,5.0,6.333333333333333,8.7,6.605789805974746,-2,224,7.571157961194949,-1,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Requer avaliação,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-691,0,D,Aluno-691,2014,8,Menina,2022,Escola Pública,,,Topázio,nan,Topázio,,4,,8.68,8.68,8.68,16.0,1,1,2,10.0,9.2,8.1,9.4,9.6,9.3,,7.917,10.0,10.0,10.0,16.0,10.0,9.2,8.1,9.4,9.6,9.3,,7.917,10.0,9.599999999999998,8.92,8.958499999999999,3,223,9.1317,0,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Sem limitações,Não,Não,ALFA  (2º e 3º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-692,0,D,Aluno-692,2013,9,Menina,2021,Escola Pública,,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.569,7.569,7.569,285.0,80,7,2,9.5,8.9,8.1,6.9,7.0,6.8,,7.917,5.0,6.1672312904219275,6.1672312904219275,285.0,9.5,8.9,8.1,6.9,7.0,6.8,,7.917,5.0,6.266666666666666,8.700000000000001,7.042115645210965,2,218,7.638423129042193,-1,0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,Sem limitações,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-693,0,D,Aluno-693,2015,7,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.944,7.944,7.944,158.0,43,3,2,9.5,9.8,8.1,5.7,5.0,6.3,,7.667,10.0,8.312288266091777,8.312288266091777,158.0,9.5,9.8,8.1,5.7,5.0,6.3,,7.667,10.0,7.133333333333333,9.06,7.989644133045888,0,226,8.267928826609179,0,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Sem limitações,Não,Não,ALFA  (2º e 3º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-694,0,D,Aluno-694,2014,8,Menino,2022,Escola Pública,,,Topázio,nan,Topázio,,4,,8.378,8.378,8.378,49.0,11,2,2,10.0,9.0,8.1,8.1,8.2,8.0,,7.917,10.0,9.444102248229136,9.444102248229136,49.0,10.0,9.0,8.1,8.1,8.2,8.0,,7.917,10.0,8.733333333333333,8.84,8.680551124114567,3,223,8.776110224822913,0,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Sem limitações,Não,Não,ALFA  (2º e 3º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-695,0,E,Aluno-695,2014,8,Menina,2021,Escola Pública,,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,4.28,4.28,4.28,849.0,189,5,2,9.0,3.1,7.5,2.5,2.2,2.8,,2.5,10.0,3.902063443178318,3.902063443178318,849.0,9.0,3.1,7.5,2.5,2.2,2.8,,2.5,10.0,4.999999999999999,6.04,3.201031721589159,-4,208,5.160206344317832,0,1,Avaliador-13,Não avaliado,Avaliador-2,Não avaliado,,Não avaliado,,,Sem limitações,Não,Não,ALFA  (2º e 3º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-696,0,E,Aluno-696,2013,9,Menina,2021,Escola Pública,,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.441,7.441,7.441,338.0,98,2,2,8.5,9.0,7.5,6.6,6.5,6.7,,8.167,5.0,7.16661533723437,7.16661533723437,338.0,8.5,9.0,7.5,6.6,6.5,6.7,,8.167,5.0,6.0666666666666655,8.3,7.666807668617186,2,218,7.503361533723438,-1,0,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,Sem limitações,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-697,0,E,Aluno-697,2011,11,Menino,2021,Escola Pública,,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.675,7.675,7.675,246.0,67,1,2,7.0,9.3,7.5,8.4,8.8,8.0,,8.083,5.0,8.272251308900524,8.272251308900524,246.0,7.0,9.3,7.5,8.4,8.8,8.0,,8.083,5.0,7.266666666666666,8.120000000000001,8.177625654450262,5,215,7.875525130890053,-2,0,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,Sem limitações,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-698,0,E,Aluno-698,2013,9,Menino,2021,Escola Pública,,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.44,7.44,7.44,339.0,99,3,2,9.0,9.8,2.5,8.1,8.0,8.2,,8.083,5.0,6.846319679704343,6.846319679704343,339.0,9.0,9.8,2.5,8.1,8.0,8.2,,8.083,5.0,7.0666666666666655,6.720000000000001,7.464659839852172,5,217,6.9729319679704345,-1,0,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,Requer avaliação,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-699,0,E,Aluno-699,2013,9,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.658,6.658,6.658,603.0,165,4,2,5.2,9.2,7.5,7.1,7.5,6.7,,6.0,5.0,4.824453341546042,4.824453341546042,603.0,5.2,9.2,7.5,7.1,7.5,6.7,,6.0,5.0,6.399999999999999,7.72,5.4122266707730216,0,214,6.862445334154604,-1,0,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,Sem limitações,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-700,0,F,Aluno-700,2013,9,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.738,7.738,7.738,224.0,60,2,2,9.0,8.7,7.5,9.2,9.2,9.2,,7.083,5.0,8.16137973514013,8.16137973514013,224.0,9.0,8.7,7.5,9.2,9.2,9.2,,7.083,5.0,7.799999999999998,8.280000000000001,7.622189867570066,2,213,8.004437973514014,-1,0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-701,0,F,Aluno-701,2012,10,Menino,2021,Escola Pública,,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.755,7.755,7.755,215.0,57,1,2,9.0,9.3,7.5,8.7,8.7,8.7,,7.417,5.0,8.534031413612565,8.534031413612565,215.0,9.0,9.3,7.5,8.7,8.7,8.7,,7.417,5.0,7.466666666666666,8.52,7.9755157068062825,2,213,8.095103141361257,-2,0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não indicado,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-702,0,F,Aluno-702,2014,8,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.387,7.387,7.387,366.0,110,5,2,10.0,8.6,5.0,6.8,7.0,6.7,,7.0,10.0,5.9701262704034495,5.9701262704034495,366.0,10.0,8.6,5.0,6.8,7.0,6.7,,7.0,10.0,7.866666666666666,7.4399999999999995,6.485063135201725,-2,220,7.3770126270403455,0,0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não indicado,Não,Não,ALFA  (2º e 3º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-703,0,F,Aluno-703,2012,10,Menino,2021,Escola Pública,,Quartzo,Ágata,Quartzo,Ágata,1.0,2,1.0,6.099,6.099,6.099,710.0,177,9,2,7.5,7.4,5.0,5.1,5.3,4.8,,6.833,5.0,3.0397289805974745,3.0397289805974745,710.0,7.5,7.4,5.0,5.1,5.3,4.8,,6.833,5.0,5.0666666666666655,6.460000000000001,4.936364490298737,-4,224,5.737272898059747,-2,1,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não indicado,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-704,0,F,Aluno-704,2012,10,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.741,6.741,6.741,572.0,160,7,2,9.0,8.6,5.0,7.2,7.7,6.6,,6.583,5.0,4.072990452725592,4.072990452725592,572.0,9.0,8.6,5.0,7.2,7.7,6.6,,6.583,5.0,6.466666666666666,7.24,5.327995226362796,-2,220,6.62559904527256,-2,0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-705,0,F,Aluno-705,2012,10,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.634,6.634,6.634,614.0,168,8,2,9.5,6.2,7.5,7.1,7.0,7.2,,6.333,5.0,3.5694487218971362,3.5694487218971362,614.0,9.5,6.2,7.5,7.1,7.0,7.2,,6.333,5.0,6.399999999999999,7.380000000000001,4.951224360948568,-4,224,6.600244872189714,-2,0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-706,0,F,Aluno-706,2012,10,Menina,2021,Escola Pública,,Ágata,Ametista,Ágata,Ametista,2.0,3,1.0,7.659,7.659,7.659,252.0,69,4,2,9.5,6.7,7.5,9.1,9.1,9.1,,8.417,5.0,7.337542346781644,7.337542346781644,252.0,9.5,6.7,7.5,9.1,9.1,9.1,,8.417,5.0,7.733333333333333,7.58,7.877271173390823,2,221,7.685454234678165,-2,0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Sim,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-707,0,F,Aluno-707,2012,10,Menina,2020,Escola Pública,Ametista,Ágata,Ametista,Ágata,Ametista,2.0,3,1.0,7.679,7.679,7.679,241.0,64,3,2,10.0,8.1,6.9,8.5,8.8,8.2,,8.083,5.0,7.762550046196489,7.762550046196489,241.0,10.0,8.1,6.9,8.5,8.8,8.2,,8.083,5.0,7.333333333333333,8.0,7.922775023098245,4,217,7.784555004619649,-2,0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-708,0,F,Aluno-708,2013,9,Menino,2022,Escola Pública,,Topázio,Ametista,Topázio,Ametista,4.0,3,-1.0,7.282,7.282,7.282,400.0,117,6,2,8.0,8.4,7.5,7.3,7.1,7.6,,7.583,5.0,5.492762550046196,5.492762550046196,400.0,8.0,8.4,7.5,7.3,7.1,7.6,,7.583,5.0,6.533333333333332,7.960000000000001,6.537881275023098,1,220,7.2475762550046205,-1,0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-709,0,F,Aluno-709,2012,10,Menina,2022,Escola Pública,,,Quartzo,nan,Quartzo,,1,,5.313,5.313,5.313,801.0,186,10,2,9.5,3.5,7.5,2.3,2.3,2.3,,7.083,5.0,2.5100092392978137,2.5100092392978137,801.0,9.5,3.5,7.5,2.3,2.3,2.3,,7.083,5.0,3.1999999999999993,6.300000000000001,4.796504619648907,-4,224,5.069300923929782,-2,1,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-710,0,G,Aluno-710,2012,10,Menino,2020,Escola Pública,Ametista,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.285,7.285,7.285,398.0,116,5,2,9.5,8.9,5.0,6.9,7.0,6.8,,8.0,5.0,5.813058207576224,5.813058207576224,398.0,9.5,8.9,5.0,6.9,7.0,6.8,,8.0,5.0,6.266666666666666,7.460000000000001,6.906529103788112,0,224,6.991305820757622,-2,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-711,0,G,Aluno-711,2013,9,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.04,6.04,6.04,721.0,178,11,2,9.0,7.9,6.3,3.5,4.0,3.0,,6.0,5.0,2.4253156760086227,2.4253156760086227,721.0,9.0,7.9,6.3,3.5,4.0,3.0,,6.0,5.0,4.0,7.48,4.212657838004311,-2,220,5.782531567600863,-1,1,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-712,0,G,Aluno-712,2011,11,Menino,2019,Escola Pública,Quartzo,Quartzo,Ágata,Quartzo,Ágata,1.0,2,1.0,6.026,6.026,6.026,725.0,179,12,2,8.0,5.1,5.0,8.0,8.7,7.3,,5.833,5.0,2.1050200184785957,2.1050200184785957,725.0,8.0,5.1,5.0,8.0,8.7,7.3,,5.833,5.0,6.999999999999999,5.640000000000001,3.969010009239298,0,217,5.71380200184786,-2,1,Avaliador-13,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não indicado,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-713,0,G,Aluno-713,2013,9,Menino,2021,Escola Pública,,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.42,7.42,7.42,348.0,102,3,2,10.0,8.7,7.5,7.8,8.0,7.7,,7.25,5.0,6.76778564829073,6.76778564829073,348.0,10.0,8.7,7.5,7.8,8.0,7.7,,7.25,5.0,6.866666666666666,8.48,7.008892824145365,1,217,7.701778564829073,-1,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-714,0,G,Aluno-714,2011,11,Menino,2019,Escola Pública,Ágata,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.953,6.953,6.953,503.0,144,6,2,9.0,6.9,5.6,8.0,8.5,7.5,,7.25,5.0,4.785956267323684,4.785956267323684,503.0,9.0,6.9,5.6,8.0,8.5,7.5,,7.25,5.0,6.999999999999999,6.800000000000001,6.017978133661842,1,213,6.703595626732369,-2,0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,Não indicado,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-715,0,G,Aluno-715,2013,9,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.656,6.656,6.656,604.0,166,9,2,8.5,8.7,4.4,4.9,4.8,5.0,,7.917,5.0,3.3276870957807207,3.3276870957807207,604.0,8.5,8.7,4.4,4.9,4.8,5.0,,7.917,5.0,4.933333333333333,6.9399999999999995,5.6223435478903605,0,224,6.074468709578072,-1,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não indicado,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-716,0,G,Aluno-716,2013,9,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.525,6.525,6.525,641.0,171,10,2,8.9,8.1,7.5,6.7,7.3,6.0,,5.417,5.0,2.902679396365876,2.902679396365876,641.0,8.9,8.1,7.5,6.7,7.3,6.0,,5.417,5.0,6.133333333333333,8.02,4.159839698182937,-2,220,6.6819679396365865,-1,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-717,0,G,Aluno-717,2012,10,Menina,2021,Escola Pública,,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.832,6.832,6.832,545.0,155,7,2,9.0,7.3,7.5,5.4,5.0,5.8,,7.917,5.0,4.203880505081614,4.203880505081614,545.0,9.0,7.3,7.5,5.4,5.0,5.8,,7.917,5.0,5.266666666666666,7.72,6.060440252540807,0,220,6.65208805050816,-2,0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-718,0,G,Aluno-718,2014,8,Menina,2022,Escola Pública,,,Topázio,nan,Topázio,,4,,8.093,8.093,8.093,118.0,33,1,2,8.0,8.9,6.3,9.2,9.2,9.2,,7.417,10.0,9.162303664921467,9.162303664921467,118.0,8.0,8.9,6.3,9.2,9.2,9.2,,7.417,10.0,9.466666666666665,7.68,8.289651832460732,1,219,8.337930366492147,0,0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Sem limitações,Não,Não,ALFA  (2º e 3º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-719,0,G,Aluno-719,2012,10,Menina,2021,Escola Pública,,Quartzo,Quartzo,Quartzo,Quartzo,1.0,1,0.0,5.552,5.552,5.552,783.0,185,13,2,9.0,4.6,7.5,4.2,5.0,3.3,,6.083,5.0,1.6538343085925464,1.6538343085925464,783.0,9.0,4.6,7.5,4.2,5.0,3.3,,6.083,5.0,4.466666666666666,6.64,3.8684171542962735,-4,224,5.433683430859254,-2,1,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
