ra,fase,turma,nome,ano_nasc,idade_22,genero,ano_ingresso,instituicao_de_ensino,pedra_20,pedra_21,pedra_22,pedra_21_raw,pedra_22_raw,pedra_21_num,pedra_22_num,evolucao_pedra,inde_22,inde_22_num,inde_num,cg,cf,ct,no_av,iaa,ieg,ips,ida,matem,portug,ingles,ipv,ian,ipp,ipp_num,cg_num,iaa_num,ieg_num,ips_num,ida_num,matem_num,portug_num,ingles_num,ipv_num,ian_num,dim_academica,dim_psicossocial,dim_psicopedagogica,sent_score,sent_len,inde_calc,defas,em_risco,avaliador1,rec_av1,avaliador2,rec_av2,avaliador3,rec_av3,avaliador4,rec_av4,rec_psicologia,indicado,atingiu_pv,fase_ideal,destaque_ieg,destaque_ida,destaque_ipv
RA-222,3,D,Aluno-222,2007,15,Menina,2019,Escola Pública,Ágata,Ametista,Quartzo,Ametista,Quartzo,3.0,1,-2.0,5.604,5.604,5.604,774.0,115,8,4,7.1,4.6,7.5,6.2,5.0,7.5,6.0,4.917,5.0,4.956883276870958,4.956883276870958,774.0,7.1,4.6,7.5,6.2,5.0,7.5,6.0,4.917,5.0,5.8,6.26,4.936941638435479,-2,249,5.8573883276870955,-2,1,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,Não atendido,Não,Não,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-223,3,E,Aluno-223,2009,13,Menina,2022,Escola Pública,,,Quartzo,nan,Quartzo,,1,,4.966,4.966,4.966,823.0,128,12,4,0.0,4.6,7.5,3.1,4.3,4.7,0.2,5.583,10.0,3.440098552510009,3.440098552510009,823.0,0.0,4.6,7.5,3.1,4.3,4.7,0.2,5.583,10.0,5.3999999999999995,4.84,4.511549276255004,-3,253,4.942309855251001,0,1,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-224,3,E,Aluno-224,2009,13,Menino,2021,Escola Pública,,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,5.671,5.671,5.671,765.0,112,11,4,9.6,4.3,7.5,2.6,5.0,2.7,0.0,4.875,10.0,4.153064367108099,4.153064367108099,765.0,9.6,4.3,7.5,2.6,5.0,2.7,0.0,4.875,10.0,5.0666666666666655,6.64,4.51403218355405,-2,249,5.74280643671081,0,1,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-225,3,E,Aluno-225,2008,14,Menino,2022,Escola Pública,,,Quartzo,nan,Quartzo,,1,,5.918,5.918,5.918,736.0,107,10,4,8.3,5.3,7.5,5.0,3.0,7.0,,5.708,5.0,4.578072066522944,4.578072066522944,736.0,8.3,5.3,7.5,5.0,3.0,7.0,,5.708,5.0,4.999999999999999,6.78,5.143036033261472,-4,257,5.918607206652295,-1,1,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,Não atendido,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-226,3,E,Aluno-226,2008,14,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.549,6.549,6.549,638.0,82,4,4,7.5,6.1,7.5,6.8,7.0,6.5,,6.208,5.0,6.99722821065599,6.99722821065599,638.0,7.5,6.1,7.5,6.8,7.0,6.5,,6.208,5.0,6.199999999999999,6.9399999999999995,6.602614105327995,-3,250,6.650522821065599,-1,0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Não atendido,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-227,3,E,Aluno-227,2010,12,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.471,6.471,6.471,647.0,84,5,4,9.2,6.4,7.5,3.3,4.7,4.3,1.0,5.833,10.0,6.650754542654758,6.650754542654758,647.0,9.2,6.4,7.5,3.3,4.7,4.3,1.0,5.833,10.0,5.533333333333333,7.4,6.241877271327378,-3,250,6.6083754542654765,0,1,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-228,3,E,Aluno-228,2007,15,Menina,2017,Escola Pública,Ágata,Quartzo,Ágata,Quartzo,Ágata,1.0,2,1.0,6.196,6.196,6.196,700.0,95,7,4,7.5,6.7,7.5,4.8,3.0,6.0,5.3,6.417,5.0,5.774561133353865,5.774561133353865,700.0,7.5,6.7,7.5,4.8,3.0,6.0,5.3,6.417,5.0,4.866666666666666,7.18,6.0957805666769325,-3,250,6.269156113335386,-2,1,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Não atendido,Não,Não,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-229,3,E,Aluno-229,2010,12,Menino,2022,Escola Pública,,,Topázio,nan,Topázio,,4,,8.62,8.62,8.62,27.0,7,1,4,10.0,9.4,7.5,6.9,7.0,6.7,7.2,8.5,10.0,9.842931937172775,9.842931937172775,27.0,10.0,9.4,7.5,6.9,7.0,6.7,7.2,8.5,10.0,7.933333333333332,8.76,9.171465968586388,6,266,8.594293193717277,0,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase atual,Não atendido,Sim,Sim,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-230,3,E,Aluno-230,2008,14,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.328,6.328,6.328,676.0,92,6,4,7.9,5.1,7.5,5.7,3.7,4.3,9.0,6.75,5.0,6.147212811826301,6.147212811826301,676.0,7.9,5.1,7.5,5.7,3.7,4.3,9.0,6.75,5.0,5.466666666666666,6.62,6.448606405913151,-2,252,6.23972128118263,-1,1,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase + Bolsa,Não atendido,Sim,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-231,3,E,Aluno-231,2008,14,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.116,6.116,6.116,705.0,97,8,4,8.8,7.4,7.5,3.8,3.0,4.5,,5.333,5.0,5.428087465352633,5.428087465352633,705.0,8.8,7.4,7.5,3.8,3.0,4.5,,5.333,5.0,4.199999999999999,7.720000000000001,5.380543732676317,-4,254,6.196108746535264,-1,1,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Não atendido,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-232,3,E,Aluno-232,2010,12,Menino,2022,Escola Pública,,,Quartzo,nan,Quartzo,,1,,4.245,4.245,4.245,852.0,145,13,4,0.0,4.9,7.5,0.0,0.0,0.0,,4.542,10.0,2.700954727440714,2.700954727440714,852.0,0.0,4.9,7.5,0.0,0.0,0.0,,4.542,10.0,3.333333333333333,4.96,3.6214773637203566,-4,257,4.204295472744072,0,1,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-233,3,E,Aluno-233,2008,14,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.051,6.051,6.051,718.0,101,9,4,7.9,7.4,7.5,3.8,3.0,4.5,,5.5,5.0,5.029257776408993,5.029257776408993,718.0,7.9,7.4,7.5,3.8,3.0,4.5,,5.5,5.0,4.199999999999999,7.540000000000001,5.264628888204497,-4,254,6.0829257776409,-1,1,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Não atendido,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-234,3,E,Aluno-234,2009,13,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.719,6.719,6.719,583.0,75,3,4,10.0,7.6,5.6,4.3,3.7,6.3,2.8,5.583,10.0,7.474591931013243,7.474591931013243,583.0,10.0,7.6,5.6,4.3,3.7,6.3,2.8,5.583,10.0,6.199999999999998,7.279999999999999,6.528795965506622,-2,252,6.805759193101324,0,0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Sem limitações,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-235,3,E,Aluno-235,2008,14,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.79,6.79,6.79,559.0,73,2,4,8.3,7.3,7.5,6.3,7.0,5.5,,6.417,5.0,7.821065599014475,7.821065599014475,559.0,8.3,7.3,7.5,6.3,7.0,5.5,,6.417,5.0,5.866666666666666,7.58,7.119032799507239,-3,250,6.973806559901448,-1,0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Não atendido,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-236,3,F,Aluno-236,2010,12,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.11,7.11,7.11,452.0,55,9,4,9.6,7.5,7.5,3.7,4.0,4.0,3.0,7.208,10.0,6.233446258084386,6.233446258084386,452.0,9.6,7.5,7.5,3.7,4.0,4.0,3.0,7.208,10.0,5.8,7.92,6.720723129042194,-3,250,7.044144625808439,0,0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-237,3,F,Aluno-237,2008,14,Menina,2022,Escola Pública,,,Topázio,nan,Topázio,,4,,8.084,8.084,8.084,121.0,19,6,4,10.0,9.0,7.5,7.8,6.8,7.7,8.8,8.417,5.0,8.058207576224207,8.058207576224207,121.0,10.0,9.0,7.5,7.8,6.8,7.7,8.8,8.417,5.0,6.866666666666666,8.6,8.237603788112104,10,259,8.007520757622421,-1,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,Não atendido,Sim,Sim,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-238,3,F,Aluno-238,2008,14,Menina,2021,Escola Pública,,Ágata,Ágata,Ágata,Ágata,2.0,2,0.0,6.331,6.331,6.331,674.0,91,12,4,8.8,6.4,5.0,5.1,4.3,6.5,4.5,7.208,5.0,4.408684939944564,4.408684939944564,674.0,8.8,6.4,5.0,5.1,4.3,6.5,4.5,7.208,5.0,5.0666666666666655,6.32,5.808342469972283,-1,246,5.841668493994456,-1,1,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-239,3,F,Aluno-239,2007,15,Menina,2021,Escola Pública,,Quartzo,Quartzo,Quartzo,Quartzo,1.0,1,0.0,4.572,4.572,4.572,840.0,138,13,4,0.0,3.7,7.5,3.7,2.0,4.7,4.5,5.958,5.0,2.8842008007391433,2.8842008007391433,840.0,0.0,3.7,7.5,3.7,2.0,4.7,4.5,5.958,5.0,4.133333333333334,4.48,4.421100400369571,-3,250,4.364220080073915,-2,1,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,Não atendido,Não,Não,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-240,3,F,Aluno-240,2009,13,Menina,2017,Rede Decisão,Ametista,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.943,6.943,6.943,510.0,65,11,4,7.1,8.1,5.0,4.7,6.3,5.0,2.8,7.042,10.0,5.383430859254696,5.383430859254696,510.0,7.1,8.1,5.0,4.7,6.3,5.0,2.8,7.042,10.0,6.466666666666666,6.66,6.212715429627349,1,254,6.512543085925469,0,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,Requer avaliação,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-241,3,F,Aluno-241,2008,14,Menino,2016,Rede Decisão,Ametista,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.468,8.468,8.468,38.0,9,5,4,10.0,10.0,7.5,7.7,8.2,7.5,7.3,9.125,5.0,8.614105327995073,8.614105327995073,38.0,10.0,10.0,7.5,7.7,8.2,7.5,7.3,9.125,5.0,6.799999999999999,9.0,8.869552663997537,8,255,8.313910532799508,-1,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Não atendido,Não,Sim,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-242,3,F,Aluno-242,2009,13,Menino,2018,Rede Decisão,Ametista,Ametista,Topázio,Ametista,Topázio,3.0,4,1.0,8.673,8.673,8.673,19.0,3,1,4,9.6,9.7,5.6,8.2,8.7,7.2,8.7,8.708,10.0,9.947643979057592,9.947643979057592,19.0,9.6,9.7,5.6,8.2,8.7,7.2,8.7,8.708,10.0,8.799999999999997,8.04,9.327821989528795,7,251,8.52556439790576,0,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,Não,Sim,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-243,3,F,Aluno-243,2007,15,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.982,6.982,6.982,493.0,63,10,4,7.1,8.7,5.0,6.0,5.0,5.3,7.7,7.875,5.0,5.729904527255929,5.729904527255929,493.0,7.1,8.7,5.0,6.0,5.0,5.3,7.7,7.875,5.0,5.666666666666666,6.9,6.8024522636279645,3,246,6.510490452725593,-2,0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,Não,Não,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-244,3,F,Aluno-244,2010,12,Menina,2018,Rede Decisão,Topázio,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.51,8.51,8.51,34.0,8,4,4,7.5,9.4,6.3,7.8,6.7,8.0,8.7,9.208,10.0,8.9344009855251,8.9344009855251,34.0,7.5,9.4,6.3,7.8,6.7,8.0,8.7,9.208,10.0,8.533333333333331,7.779999999999999,9.07120049276255,8,259,8.264240098552511,0,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,Não,Sim,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-245,3,F,Aluno-245,2008,14,Menino,2016,Rede Decisão,Ametista,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.656,8.656,8.656,20.0,4,2,4,10.0,9.9,7.5,8.4,8.3,8.2,8.8,9.25,5.0,9.627348321527563,9.627348321527563,20.0,10.0,9.9,7.5,8.4,8.3,8.2,8.8,9.25,5.0,7.266666666666666,8.96,9.438674160763782,8,255,8.547734832152758,-1,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Não atendido,Não,Sim,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-246,3,F,Aluno-246,2009,13,Menino,2022,Escola Pública,,,Topázio,nan,Topázio,,4,,8.639,8.639,8.639,23.0,5,3,4,8.3,9.4,7.5,7.6,8.0,6.7,8.0,9.167,10.0,9.307052663997537,9.307052663997537,23.0,8.3,9.4,7.5,7.6,8.0,6.7,8.0,9.167,10.0,8.399999999999999,8.42,9.237026331998768,8,255,8.577405266399754,0,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Não atendido,Sim,Sim,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-247,3,F,Aluno-247,2009,13,Menina,2021,Escola Pública,,Ágata,Ametista,Ágata,Ametista,2.0,3,1.0,7.72,7.72,7.72,230.0,32,7,4,8.3,8.2,7.5,5.8,5.3,5.7,6.3,7.875,10.0,7.423775793039729,7.423775793039729,230.0,8.3,8.2,7.5,5.8,5.3,5.7,6.3,7.875,10.0,7.199999999999999,7.9399999999999995,7.649387896519865,4,250,7.6598775793039735,0,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Não atendido,Sim,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-248,3,F,Aluno-248,2009,13,Menino,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.429,7.429,7.429,343.0,39,8,4,9.2,7.6,7.5,5.2,4.0,5.5,6.0,7.292,10.0,6.9464120726824765,6.9464120726824765,343.0,9.2,7.6,7.5,5.2,4.0,5.5,6.0,7.292,10.0,6.799999999999999,7.88,7.119206036341239,-1,246,7.403841207268249,0,0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-249,3,G,Aluno-249,2008,14,Menino,2017,Escola Pública,Ágata,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,5.097,5.097,5.097,816.0,125,10,4,6.7,7.4,5.0,2.9,2.3,4.2,2.2,4.292,5.0,4.106867878041269,4.106867878041269,816.0,6.7,7.4,5.0,2.9,2.3,4.2,2.2,4.292,5.0,3.5999999999999996,6.300000000000001,4.1994339390206346,-3,253,5.069886787804127,-1,1,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,Não atendido,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-250,3,G,Aluno-250,2010,12,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.958,7.958,7.958,152.0,23,1,4,8.3,8.6,7.5,6.6,6.7,6.5,6.7,7.625,10.0,9.424083769633508,9.424083769633508,152.0,8.3,8.6,7.5,6.6,6.7,6.5,6.7,7.625,10.0,7.733333333333333,8.1,8.524541884816754,2,258,8.07490837696335,0,0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Não atendido,Sim,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-251,3,G,Aluno-251,2007,15,Menino,2018,Escola Pública,Ametista,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,7.022,7.022,7.022,482.0,62,4,4,10.0,8.1,5.6,6.3,5.3,6.3,7.2,6.625,5.0,7.520788420080073,7.520788420080073,482.0,10.0,8.1,5.6,6.3,5.3,6.3,7.2,6.625,5.0,5.866666666666666,7.48,7.072894210040037,0,244,6.914578842008007,-2,0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,Sem limitações,Não,Não,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-252,3,G,Aluno-252,2008,14,Menino,2018,Escola Pública,Ágata,Quartzo,Quartzo,Quartzo,Quartzo,1.0,1,0.0,4.277,4.277,4.277,850.0,143,14,4,9.2,2.8,7.5,0.9,1.3,1.2,0.2,3.875,5.0,2.4591931013242996,2.4591931013242996,850.0,9.2,2.8,7.5,0.9,1.3,1.2,0.2,3.875,5.0,2.2666666666666666,5.96,3.1670965506621496,-4,257,4.29341931013243,-1,1,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,Não atendido,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-253,3,G,Aluno-253,2007,15,Menino,2019,Escola Pública,Ágata,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,4.312,4.312,4.312,847.0,142,13,4,9.2,3.6,5.0,1.8,1.0,3.7,0.7,3.75,5.0,2.779488758854327,2.779488758854327,847.0,9.2,3.6,5.0,1.8,1.0,3.7,0.7,3.75,5.0,2.8666666666666667,5.28,3.2647443794271633,-4,261,4.152948875885433,-2,1,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,Requer avaliação,Não,Não,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-254,3,G,Aluno-254,2008,14,Menino,2019,Escola Pública,Ametista,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.715,6.715,6.715,584.0,76,7,4,10.0,7.4,5.6,5.3,5.0,6.8,4.0,6.917,5.0,6.271943332306744,6.271943332306744,584.0,10.0,7.4,5.6,5.3,5.0,6.8,4.0,6.917,5.0,5.199999999999999,7.200000000000001,6.594471666153372,-2,250,6.4788943332306745,-1,0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,Requer avaliação,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-255,3,G,Aluno-255,2008,14,Menino,2019,Escola Pública,Quartzo,Quartzo,Quartzo,Quartzo,Quartzo,1.0,1,0.0,4.563,4.563,4.563,841.0,139,12,4,7.5,3.8,5.0,1.3,1.0,2.3,0.5,5.542,5.0,3.1521404373267634,3.1521404373267634,841.0,7.5,3.8,5.0,1.3,1.0,2.3,0.5,5.542,5.0,2.5333333333333328,5.02,4.347070218663382,-4,254,4.1394140437326765,-1,1,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,Não indicado,Não,Não,Fase 4 (9º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
